epoch,step,train_loss_MSE,val_loss_MSE,val_map_at_k_metric
0,49,,0.024029819294810295,0.5573537349700928
0,49,0.093067467212677,,
1,99,,0.02599005587399006,0.5792120099067688
1,99,0.07775568962097168,,
2,149,,0.02402079664170742,0.6116337776184082
2,149,0.0765732079744339,,
3,199,,0.02016034722328186,0.6918503642082214
3,199,0.07607011497020721,,
4,249,,0.018259981647133827,0.7349169850349426
4,249,0.07358138263225555,,
5,299,,0.018815919756889343,0.7444038391113281
5,299,0.07274018228054047,,
6,349,,0.01933964714407921,0.7445247173309326
6,349,0.07272984087467194,,
7,399,,0.017812440171837807,0.7422256469726562
7,399,0.07326710224151611,,
8,449,,0.017163343727588654,0.7436736822128296
8,449,0.07270461320877075,,
9,499,,0.017637548968195915,0.7432739734649658
9,499,0.07209140062332153,,
10,549,,0.01680115796625614,0.7448975443840027
10,549,0.0723310261964798,,
11,599,,0.018471891060471535,0.7475184202194214
11,599,0.07200418412685394,,
12,649,,0.016509510576725006,0.7443975210189819
12,649,0.0717521458864212,,
13,699,,0.01707804761826992,0.7471414804458618
13,699,0.0718350037932396,,
14,749,,0.016540274024009705,0.7450504899024963
14,749,0.07232289761304855,,
