epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6664.54150390625,0.7612200379371643
0,24,7219.20556640625,,
1,49,,6495.427734375,0.7643366456031799
1,49,6942.61962890625,,
2,74,,6469.12158203125,0.769016444683075
2,74,6875.4755859375,,
3,99,,6472.91650390625,0.7613459229469299
3,99,6852.228515625,,
4,124,,6404.7744140625,0.7698352336883545
4,124,6839.48974609375,,
5,149,,6393.75830078125,0.7733921408653259
5,149,6789.962890625,,
6,174,,6368.6103515625,0.7773666381835938
6,174,6760.8359375,,
7,199,,6303.44775390625,0.7739918231964111
7,199,6719.294921875,,
8,224,,6296.15966796875,0.7802479863166809
8,224,6702.88916015625,,
9,249,,6199.42529296875,0.7856486439704895
9,249,6675.974609375,,
10,274,,6271.7705078125,0.7828991413116455
10,274,6658.8974609375,,
11,299,,6270.603515625,0.7833243608474731
11,299,6703.88427734375,,
12,324,,6203.28125,0.788027286529541
12,324,6663.82568359375,,
13,349,,6110.0234375,0.7957038283348083
13,349,6637.04443359375,,
14,374,,6146.681640625,0.7889559864997864
14,374,6632.90380859375,,
