epoch,step,train_loss_MSE,val_loss_MSE,val_map_at_k_metric
0,49,,0.02550920657813549,0.29920390248298645
0,49,0.13324132561683655,,
1,99,,0.025774281471967697,0.31188273429870605
1,99,0.06281203776597977,,
2,149,,0.024527758359909058,0.41936641931533813
2,149,0.060768596827983856,,
3,199,,0.02474885620176792,0.548506498336792
3,199,0.06051500886678696,,
4,249,,0.024178719148039818,0.5669786334037781
4,249,0.05994878336787224,,
5,299,,0.023275742307305336,0.5680228471755981
5,299,0.059606920927762985,,
6,349,,0.023252664133906364,0.5630625486373901
6,349,0.05912995710968971,,
7,399,,0.023820439353585243,0.5607289671897888
7,399,0.058740630745887756,,
8,449,,0.0220896415412426,0.5515391230583191
8,449,0.05829470232129097,,
9,499,,0.02187698893249035,0.5437431931495667
9,499,0.05850622430443764,,
10,549,,0.021802721545100212,0.5314812660217285
10,549,0.05791027843952179,,
11,599,,0.02419157885015011,0.5321885943412781
11,599,0.05738586559891701,,
12,649,,0.02163667418062687,0.5318763256072998
12,649,0.057694777846336365,,
13,699,,0.02171417884528637,0.5311343669891357
13,699,0.057352952659130096,,
14,749,,0.021488215774297714,0.5322769284248352
14,749,0.057144977152347565,,
