epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,12,,24845.22265625,0.642486572265625
0,12,25325.380859375,,
1,25,,24113.310546875,0.7535537481307983
1,25,24856.603515625,,
2,38,,23958.06640625,0.765116810798645
2,38,24526.4140625,,
3,51,,23786.01953125,0.7635841369628906
3,51,24426.212890625,,
4,64,,23679.236328125,0.7688870429992676
4,64,24362.1328125,,
5,77,,23560.251953125,0.7657201290130615
5,77,24332.9609375,,
6,90,,23809.73046875,0.7687497138977051
6,90,24339.666015625,,
7,103,,23681.83203125,0.7683155536651611
7,103,24305.12890625,,
8,116,,23663.892578125,0.7699192762374878
8,116,24265.611328125,,
9,129,,23602.708984375,0.7694269418716431
9,129,24259.068359375,,
10,142,,23706.697265625,0.7704375982284546
10,142,24263.427734375,,
11,155,,23693.591796875,0.7709167003631592
11,155,24239.990234375,,
12,168,,23756.75,0.7704737186431885
12,168,24197.353515625,,
13,181,,23575.125,0.7711366415023804
13,181,24236.064453125,,
14,194,,23535.873046875,0.7740857005119324
14,194,24213.1875,,
