epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6546.9873046875,0.7570340037345886
0,24,7225.7978515625,,
1,49,,6620.3486328125,0.764316976070404
1,49,6879.44580078125,,
2,74,,6520.19140625,0.7648862600326538
2,74,6860.62158203125,,
3,99,,6494.47265625,0.7671131491661072
3,99,6800.74658203125,,
4,124,,6373.75244140625,0.7731193900108337
4,124,6763.6435546875,,
5,149,,6352.5888671875,0.768791913986206
5,149,6736.53955078125,,
6,174,,6352.24609375,0.7746527791023254
6,174,6691.61572265625,,
7,199,,6343.26416015625,0.7743453979492188
7,199,6679.2041015625,,
8,224,,6235.34375,0.786165177822113
8,224,6630.10302734375,,
9,249,,6167.958984375,0.7856928706169128
9,249,6599.74365234375,,
10,274,,6230.81103515625,0.7835546731948853
10,274,6593.2275390625,,
11,299,,6043.11083984375,0.7983803749084473
11,299,6563.47509765625,,
12,324,,6103.31494140625,0.7932580709457397
12,324,6524.80419921875,,
13,349,,6078.0791015625,0.7903857827186584
13,349,6516.66162109375,,
14,374,,6080.24951171875,0.7944917678833008
14,374,6512.8046875,,
15,399,,6043.255859375,0.7934406995773315
15,399,6501.005859375,,
16,424,,6049.20654296875,0.798341691493988
