epoch,step,train_loss_MSE,val_loss_MSE,val_map_at_k_metric
0,61,,0.037343721836805344,0.7734725475311279
0,61,0.08356259018182755,,
1,123,,0.0421932190656662,0.7987334728240967
1,123,0.07615265995264053,,
2,185,,0.03254241496324539,0.8306935429573059
2,185,0.07370859384536743,,
3,247,,0.03516782075166702,0.8078618049621582
3,247,0.07407727092504501,,
4,309,,0.03889549896121025,0.8264803290367126
4,309,0.07353450357913971,,
5,371,,0.031733348965644836,0.820664644241333
5,371,0.07232405245304108,,
6,433,,0.047240547835826874,0.8203511238098145
6,433,0.07272873818874359,,
7,495,,0.03027345985174179,0.8289244174957275
7,495,0.072862409055233,,
8,557,,0.03071635030210018,0.8291318416595459
8,557,0.07165886461734772,,
9,619,,0.03888450562953949,0.8336361050605774
9,619,0.07216502726078033,,
10,681,,0.031907904893159866,0.8290929794311523
10,681,0.07061086595058441,,
11,743,,0.03517016023397446,0.8310216665267944
11,743,0.0712386816740036,,
12,805,,0.03223223239183426,0.843476414680481
12,805,0.07057543098926544,,
13,867,,0.032806914299726486,0.8334140777587891
13,867,0.07013831287622452,,
14,929,,0.03582027554512024,0.830560564994812
14,929,0.07037409394979477,,
