epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4975.744140625,0.7804332375526428
0,15,8445.328125,,
1,31,,4581.37890625,0.8486757874488831
1,31,7732.58447265625,,
2,47,,4620.0830078125,0.8501560091972351
2,47,7525.375,,
3,63,,4537.9912109375,0.8505921363830566
3,63,7490.4345703125,,
4,79,,4551.88330078125,0.8465181589126587
4,79,7429.66259765625,,
5,95,,4490.6591796875,0.8564997911453247
5,95,7417.29931640625,,
6,111,,4373.58984375,0.8564877510070801
6,111,7376.06201171875,,
7,127,,4407.5849609375,0.8580980896949768
7,127,7373.033203125,,
8,143,,4449.69873046875,0.8574087619781494
8,143,7333.2646484375,,
9,159,,4537.4619140625,0.8558178544044495
9,159,7381.87060546875,,
10,175,,4396.72705078125,0.8528845906257629
10,175,7412.1240234375,,
11,191,,4400.52490234375,0.8540767431259155
11,191,7332.06787109375,,
12,207,,4320.5615234375,0.8570615649223328
12,207,7269.06640625,,
13,223,,4302.83544921875,0.8535348773002625
13,223,7293.53466796875,,
14,239,,4437.04736328125,0.8526578545570374
14,239,7306.140625,,
