epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6694.04443359375,0.7615712285041809
0,24,7210.58837890625,,
1,49,,6497.6923828125,0.7653186321258545
1,49,6943.22412109375,,
2,74,,6449.6953125,0.7690078616142273
2,74,6874.59619140625,,
3,99,,6458.568359375,0.7624598145484924
3,99,6846.03759765625,,
4,124,,6384.0166015625,0.7724162340164185
4,124,6830.32373046875,,
5,149,,6329.67724609375,0.7749900221824646
5,149,6769.43310546875,,
6,174,,6358.01611328125,0.7765554189682007
6,174,6735.87548828125,,
7,199,,6280.99755859375,0.770760178565979
7,199,6697.01318359375,,
8,224,,6250.96875,0.7801167368888855
8,224,6683.94091796875,,
9,249,,6186.70068359375,0.7804176807403564
9,249,6652.57421875,,
10,274,,6211.6474609375,0.7859852313995361
10,274,6631.82568359375,,
11,299,,6155.3525390625,0.7852193117141724
11,299,6662.13671875,,
12,324,,6217.0087890625,0.7909581065177917
12,324,6656.078125,,
13,349,,6113.07080078125,0.7961487770080566
13,349,6615.056640625,,
14,374,,6226.1181640625,0.7893401980400085
14,374,6613.0224609375,,
