epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,5418.79443359375,0.6936084032058716
0,15,8728.6240234375,,
1,31,,5071.92431640625,0.7619714736938477
1,31,8426.0537109375,,
2,47,,4978.322265625,0.8098534345626831
2,47,8212.994140625,,
3,63,,4741.595703125,0.8445978164672852
3,63,8089.4970703125,,
4,79,,4700.3486328125,0.8493607640266418
4,79,8001.69091796875,,
5,95,,4647.99169921875,0.849452555179596
5,95,7914.4306640625,,
6,111,,4667.45654296875,0.8525835275650024
6,111,7901.5849609375,,
7,127,,4647.53759765625,0.8533334136009216
7,127,7898.43212890625,,
8,143,,4678.58154296875,0.8554835319519043
8,143,7879.35302734375,,
9,159,,4553.5751953125,0.8538035750389099
9,159,7861.6953125,,
10,175,,4690.66357421875,0.8537992835044861
10,175,7847.0537109375,,
11,191,,4656.28369140625,0.8501157760620117
11,191,7839.55810546875,,
12,207,,4574.302734375,0.8549799919128418
12,207,7873.90771484375,,
13,223,,4618.5712890625,0.8554562330245972
13,223,7843.7578125,,
14,239,,4567.26220703125,0.8545327186584473
14,239,7831.78076171875,,
