epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6668.9951171875,0.7603236436843872
0,24,7208.79443359375,,
1,49,,6497.65380859375,0.7660974264144897
1,49,6942.80078125,,
2,74,,6455.751953125,0.7678921818733215
2,74,6867.1904296875,,
3,99,,6494.92724609375,0.7601072192192078
3,99,6852.68115234375,,
4,124,,6400.2578125,0.7710759043693542
4,124,6835.02880859375,,
5,149,,6369.693359375,0.7716871500015259
5,149,6779.5869140625,,
6,174,,6367.22900390625,0.7766537666320801
6,174,6748.24853515625,,
7,199,,6294.49609375,0.7705726623535156
7,199,6708.3955078125,,
8,224,,6244.2138671875,0.7798478007316589
8,224,6693.9228515625,,
9,249,,6186.15234375,0.7796457409858704
9,249,6658.92236328125,,
10,274,,6225.6123046875,0.7862457633018494
10,274,6643.00390625,,
11,299,,6184.88134765625,0.7791595458984375
11,299,6680.1533203125,,
12,324,,6233.5361328125,0.7852241396903992
12,324,6661.37158203125,,
13,349,,6138.9296875,0.7923548817634583
13,349,6643.716796875,,
14,374,,6163.3017578125,0.7890143394470215
14,374,6627.27783203125,,
