epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4962.34326171875,0.814363956451416
0,15,8479.0419921875,,
1,31,,4695.42041015625,0.8409612774848938
1,31,7933.296875,,
2,47,,4618.90283203125,0.8473085165023804
2,47,7797.42724609375,,
3,63,,4600.8515625,0.8487929701805115
3,63,7752.80517578125,,
4,79,,4651.0517578125,0.8302886486053467
4,79,7746.0380859375,,
5,95,,4547.3076171875,0.8547564148902893
5,95,7724.28125,,
6,111,,4596.56298828125,0.8578409552574158
6,111,7703.61767578125,,
7,127,,4463.2294921875,0.8594518899917603
7,127,7702.19189453125,,
8,143,,4479.9462890625,0.8570900559425354
8,143,7647.25390625,,
9,159,,4510.62109375,0.856842041015625
9,159,7617.35546875,,
10,175,,4555.26611328125,0.8549832105636597
10,175,7622.70849609375,,
11,191,,4444.89697265625,0.8544423580169678
11,191,7713.8291015625,,
12,207,,4416.4013671875,0.8562994003295898
12,207,7595.1220703125,,
13,223,,4565.26953125,0.8524937033653259
13,223,7665.123046875,,
14,239,,4413.13037109375,0.8589749932289124
14,239,7638.3544921875,,
