epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6616.091796875,0.7628883123397827
0,24,7217.07080078125,,
1,49,,6510.3828125,0.7589105367660522
1,49,6919.6748046875,,
2,74,,6442.57958984375,0.7681536674499512
2,74,6859.41943359375,,
3,99,,6449.07861328125,0.7674391865730286
3,99,6812.333984375,,
4,124,,6402.185546875,0.7724898457527161
4,124,6808.6533203125,,
5,149,,6376.90576171875,0.7696872353553772
5,149,6768.76220703125,,
6,174,,6383.60693359375,0.7670424580574036
6,174,6750.99853515625,,
7,199,,6390.32568359375,0.7703825235366821
7,199,6738.5078125,,
8,224,,6307.08349609375,0.7780293822288513
8,224,6722.1611328125,,
9,249,,6248.8232421875,0.7827550768852234
9,249,6683.76025390625,,
10,274,,6235.42578125,0.7886033058166504
10,274,6650.15185546875,,
11,299,,6200.0126953125,0.7811339497566223
11,299,6673.9267578125,,
12,324,,6180.84619140625,0.7951169013977051
12,324,6627.87158203125,,
13,349,,6102.28515625,0.7974241375923157
13,349,6596.6767578125,,
14,374,,6191.2978515625,0.7941045165061951
14,374,6584.57275390625,,
