epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6915.33056640625,0.7577269673347473
0,24,7367.07568359375,,
1,49,,6476.0205078125,0.7605379223823547
1,49,6935.4375,,
2,74,,6411.8623046875,0.7702641487121582
2,74,6841.92431640625,,
3,99,,6418.19775390625,0.7717611193656921
3,99,6791.95556640625,,
4,124,,6365.11279296875,0.7714810371398926
4,124,6768.09912109375,,
5,149,,6388.44921875,0.7709771990776062
5,149,6735.6640625,,
6,174,,6307.8486328125,0.7754713296890259
6,174,6709.97509765625,,
7,199,,6313.10791015625,0.7786223888397217
7,199,6709.70654296875,,
8,224,,6212.060546875,0.7890215516090393
8,224,6649.42041015625,,
9,249,,6194.39208984375,0.791685163974762
9,249,6616.17822265625,,
10,274,,6116.16064453125,0.7982635498046875
10,274,6582.86572265625,,
11,299,,6108.17333984375,0.7920224070549011
11,299,6583.0126953125,,
12,324,,6143.58740234375,0.7939516305923462
12,324,6566.5224609375,,
13,349,,6101.65380859375,0.7930111289024353
13,349,6562.75341796875,,
14,374,,6069.64599609375,0.7943960428237915
14,374,6534.9560546875,,
15,399,,6099.50634765625,0.7987790107727051
15,399,6520.31494140625,,
16,424,,6088.552734375,0.7925230264663696
