epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6669.3916015625,0.7525089979171753
0,24,7209.666015625,,
1,49,,6540.40625,0.7637301087379456
1,49,6970.16552734375,,
2,74,,6501.783203125,0.7669895887374878
2,74,6911.1806640625,,
3,99,,6555.0546875,0.7615171670913696
3,99,6884.6865234375,,
4,124,,6392.0576171875,0.7742579579353333
4,124,6864.04345703125,,
5,149,,6350.81591796875,0.775958776473999
5,149,6797.0654296875,,
6,174,,6319.36083984375,0.7783655524253845
6,174,6759.08349609375,,
7,199,,6306.72900390625,0.7619295716285706
7,199,6736.45654296875,,
8,224,,6248.02294921875,0.7796859741210938
8,224,6721.810546875,,
9,249,,6172.00634765625,0.7842229008674622
9,249,6705.25390625,,
10,274,,6265.1357421875,0.7804847359657288
10,274,6676.31591796875,,
11,299,,6250.400390625,0.772362232208252
11,299,6719.421875,,
12,324,,6215.9619140625,0.7826986312866211
12,324,6691.6748046875,,
13,349,,6148.13916015625,0.7934310436248779
13,349,6657.83056640625,,
14,374,,6250.92529296875,0.7863332629203796
14,374,6646.232421875,,
