epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4994.38818359375,0.8013004064559937
0,15,8481.896484375,,
1,31,,4633.0537109375,0.8355199694633484
1,31,7781.85546875,,
2,47,,4701.68603515625,0.8503651022911072
2,47,7553.5830078125,,
3,63,,4502.630859375,0.8504588007926941
3,63,7514.44921875,,
4,79,,4491.5224609375,0.8545049428939819
4,79,7415.61279296875,,
5,95,,4439.80810546875,0.8551689982414246
5,95,7356.57666015625,,
6,111,,4374.5029296875,0.855422854423523
6,111,7318.080078125,,
7,127,,4522.236328125,0.8548465967178345
7,127,7341.95166015625,,
8,143,,4330.16357421875,0.8592069745063782
8,143,7334.1015625,,
9,159,,4426.76806640625,0.8627270460128784
9,159,7269.67919921875,,
10,175,,4346.93310546875,0.8568446040153503
10,175,7251.88525390625,,
11,191,,4309.15087890625,0.8579450249671936
11,191,7261.173828125,,
12,207,,4329.94287109375,0.8531222343444824
12,207,7222.04052734375,,
13,223,,4305.03857421875,0.8586111664772034
13,223,7222.21923828125,,
14,239,,4379.68896484375,0.8583856225013733
14,239,7239.7177734375,,
