epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6675.404296875,0.7614286541938782
0,24,7214.2099609375,,
1,49,,6502.60693359375,0.7652918100357056
1,49,6953.33837890625,,
2,74,,6454.51513671875,0.769902229309082
2,74,6875.95166015625,,
3,99,,6485.8388671875,0.7608219981193542
3,99,6848.2451171875,,
4,124,,6376.314453125,0.774357795715332
4,124,6830.962890625,,
5,149,,6300.716796875,0.7771972417831421
5,149,6758.25244140625,,
6,174,,6330.28955078125,0.7796870470046997
6,174,6724.9775390625,,
7,199,,6271.37353515625,0.7722851634025574
7,199,6694.74755859375,,
8,224,,6243.189453125,0.7840627431869507
8,224,6681.63427734375,,
9,249,,6170.30810546875,0.7838654518127441
9,249,6655.08984375,,
10,274,,6233.12548828125,0.7838538885116577
10,274,6635.61474609375,,
11,299,,6161.7314453125,0.7838917970657349
11,299,6675.3818359375,,
12,324,,6189.9208984375,0.7856508493423462
12,324,6652.16943359375,,
13,349,,6118.1943359375,0.7935152649879456
13,349,6617.71435546875,,
14,374,,6218.224609375,0.7852882742881775
14,374,6614.83447265625,,
