epoch,step,train_loss_MSE,val_loss_MSE,val_map_at_k_metric
0,61,,0.048787619918584824,0.62160724401474
0,61,0.09906957298517227,,
1,123,,0.045303016901016235,0.6535882353782654
1,123,0.07767883688211441,,
2,185,,0.040939975529909134,0.6882477402687073
2,185,0.07584932446479797,,
3,247,,0.0405941940844059,0.714895486831665
3,247,0.07362724840641022,,
4,309,,0.03851721063256264,0.7418106198310852
4,309,0.07252835482358932,,
5,371,,0.03776027634739876,0.7470946311950684
5,371,0.07271328568458557,,
6,433,,0.03876056522130966,0.7642105221748352
6,433,0.07283654808998108,,
7,495,,0.036348242312669754,0.7725847959518433
7,495,0.07224132865667343,,
8,557,,0.035430777817964554,0.7748556137084961
8,557,0.0717247724533081,,
9,619,,0.03635047748684883,0.7770549654960632
9,619,0.0719713345170021,,
10,681,,0.0356958732008934,0.7830645442008972
10,681,0.07161224633455276,,
11,743,,0.03751169517636299,0.7832361459732056
11,743,0.0714230090379715,,
12,805,,0.03797842189669609,0.7665754556655884
12,805,0.07119258493185043,,
13,867,,0.037756308913230896,0.7776730060577393
13,867,0.07128745317459106,,
14,929,,0.036731570959091187,0.7815365195274353
14,929,0.07089902460575104,,
