epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,5017.150390625,0.7958177924156189
0,15,8466.5458984375,,
1,31,,4855.27734375,0.8272143006324768
1,31,7967.876953125,,
2,47,,4727.89599609375,0.847082257270813
2,47,7835.50341796875,,
3,63,,4608.4306640625,0.8498104810714722
3,63,7776.462890625,,
4,79,,4569.5146484375,0.8538845181465149
4,79,7719.310546875,,
5,95,,4567.51171875,0.8547177314758301
5,95,7696.380859375,,
6,111,,4653.41845703125,0.8554372191429138
6,111,7665.0146484375,,
7,127,,4576.76025390625,0.8526095151901245
7,127,7678.56884765625,,
8,143,,4566.06396484375,0.8550262451171875
8,143,7629.10693359375,,
9,159,,4448.4443359375,0.856905996799469
9,159,7604.0869140625,,
10,175,,4490.2412109375,0.8596299290657043
10,175,7602.88232421875,,
11,191,,4457.44970703125,0.8580232858657837
11,191,7641.099609375,,
12,207,,4422.14453125,0.8556740283966064
12,207,7567.26123046875,,
13,223,,4409.9990234375,0.8532416224479675
13,223,7567.88134765625,,
14,239,,4522.205078125,0.856960117816925
14,239,7550.76171875,,
