epoch,step,train_loss_MSE,val_loss_MSE,val_map_at_k_metric
0,49,,0.02356613613665104,0.5532432198524475
0,49,0.10998913645744324,,
1,99,,0.025792084634304047,0.57907634973526
1,99,0.07658866047859192,,
2,149,,0.02448178082704544,0.6127654314041138
2,149,0.07610306143760681,,
3,199,,0.0234067440032959,0.6453463435173035
3,199,0.07547017931938171,,
4,249,,0.02289910614490509,0.6781346797943115
4,249,0.0749070793390274,,
5,299,,0.02167588844895363,0.6942364573478699
5,299,0.07407043129205704,,
6,349,,0.020314428955316544,0.7008793354034424
6,349,0.07427829504013062,,
7,399,,0.021283477544784546,0.7017000913619995
7,399,0.07372523099184036,,
8,449,,0.020472556352615356,0.7026191353797913
8,449,0.07345925271511078,,
9,499,,0.02229592204093933,0.7026209235191345
9,499,0.0734800472855568,,
10,549,,0.019591553136706352,0.7034811973571777
10,549,0.07360649853944778,,
11,599,,0.022308720275759697,0.7023532390594482
11,599,0.07372531294822693,,
12,649,,0.02003035880625248,0.7034150958061218
12,649,0.07315538823604584,,
13,699,,0.019316332414746284,0.7034974098205566
13,699,0.0727510079741478,,
14,749,,0.020077785477042198,0.7036076784133911
14,749,0.07388042658567429,,
