epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6671.1806640625,0.7613368034362793
0,24,7212.060546875,,
1,49,,6491.3388671875,0.7655535936355591
1,49,6941.26953125,,
2,74,,6453.98046875,0.7686823606491089
2,74,6868.533203125,,
3,99,,6487.85986328125,0.7611246705055237
3,99,6848.994140625,,
4,124,,6400.37841796875,0.7708397507667542
4,124,6836.5625,,
5,149,,6360.814453125,0.7726648449897766
5,149,6776.93017578125,,
6,174,,6366.81396484375,0.7780075669288635
6,174,6749.1708984375,,
7,199,,6292.60400390625,0.772316038608551
7,199,6702.091796875,,
8,224,,6237.99951171875,0.7814598679542542
8,224,6687.857421875,,
9,249,,6171.1376953125,0.7875947952270508
9,249,6658.13037109375,,
10,274,,6249.2373046875,0.7799931168556213
10,274,6647.87109375,,
11,299,,6206.2109375,0.7815375924110413
11,299,6683.833984375,,
12,324,,6183.2431640625,0.7823143601417542
12,324,6653.0986328125,,
13,349,,6112.83544921875,0.794648289680481
13,349,6620.380859375,,
14,374,,6188.69775390625,0.7881108522415161
14,374,6617.4833984375,,
