epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,61,,19656.330078125,0.5247510075569153
0,61,30457.029296875,,
1,123,,19572.080078125,0.5576690435409546
1,123,30357.099609375,,
2,185,,19547.546875,0.552508533000946
2,185,30308.751953125,,
3,247,,19543.54296875,0.5426697134971619
3,247,30296.765625,,
4,309,,19535.3515625,0.5411084294319153
4,309,30291.451171875,,
5,371,,19529.517578125,0.5401455163955688
5,371,30275.212890625,,
6,433,,19529.033203125,0.5386512279510498
6,433,30284.3046875,,
7,495,,19526.271484375,0.539614737033844
7,495,30276.482421875,,
8,557,,19531.271484375,0.5359340906143188
8,557,30266.38671875,,
9,619,,19516.369140625,0.5368337035179138
9,619,30261.587890625,,
10,681,,19518.36328125,0.5379704833030701
10,681,30258.451171875,,
11,743,,19519.65625,0.5331478118896484
11,743,30270.369140625,,
12,805,,19532.16015625,0.5346769094467163
12,805,30264.6484375,,
13,867,,19518.490234375,0.5343873500823975
13,867,30249.064453125,,
14,929,,19517.61328125,0.5328679084777832
14,929,30263.8671875,,
