epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,5122.67822265625,0.7530619502067566
0,15,8655.833984375,,
1,31,,4837.3125,0.8292208909988403
1,31,8164.43798828125,,
2,47,,4649.72265625,0.8485727906227112
2,47,7963.19287109375,,
3,63,,4675.98779296875,0.8541145920753479
3,63,7898.32568359375,,
4,79,,4618.45556640625,0.8504287600517273
4,79,7894.39501953125,,
5,95,,4728.57177734375,0.8507670760154724
5,95,7866.3466796875,,
6,111,,4585.7451171875,0.8562088012695312
6,111,7817.97509765625,,
7,127,,4548.37841796875,0.8609691262245178
7,127,7755.63720703125,,
8,143,,4443.13720703125,0.851264476776123
8,143,7759.86865234375,,
9,159,,4511.3076171875,0.8550024032592773
9,159,7742.4345703125,,
10,175,,4615.64697265625,0.8540620803833008
10,175,7708.45361328125,,
11,191,,4497.1025390625,0.8546398282051086
11,191,7684.54931640625,,
12,207,,4416.06689453125,0.8574784398078918
12,207,7682.83251953125,,
13,223,,4416.55322265625,0.8548896312713623
13,223,7679.310546875,,
14,239,,4436.494140625,0.856849730014801
14,239,7707.16650390625,,
