epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4873.013671875,0.8169141411781311
0,15,8471.150390625,,
1,31,,4594.037109375,0.8435713648796082
1,31,7741.61328125,,
2,47,,4537.12548828125,0.856272280216217
2,47,7529.7763671875,,
3,63,,4490.314453125,0.8586069941520691
3,63,7480.724609375,,
4,79,,4606.18212890625,0.8307965397834778
4,79,7405.2666015625,,
5,95,,4502.82080078125,0.8574249148368835
5,95,7485.150390625,,
6,111,,4440.6923828125,0.8611368536949158
6,111,7373.83251953125,,
7,127,,4467.84814453125,0.8539559245109558
7,127,7364.98193359375,,
8,143,,4387.15576171875,0.8580084443092346
8,143,7317.6875,,
9,159,,4429.2333984375,0.8635815978050232
9,159,7298.95703125,,
10,175,,4337.90673828125,0.858840823173523
10,175,7312.2568359375,,
11,191,,4376.93017578125,0.8598732948303223
11,191,7235.36767578125,,
12,207,,4329.6044921875,0.8582879304885864
12,207,7246.3642578125,,
13,223,,4320.99560546875,0.858513593673706
13,223,7293.5693359375,,
14,239,,4430.2978515625,0.8582384586334229
14,239,7331.52197265625,,
