epoch,step,train_loss_MSE,val_loss_MSE,val_map_at_k_metric
0,61,,0.04267767816781998,0.6478608250617981
0,61,0.08866944909095764,,
1,123,,0.04191572219133377,0.8045051097869873
1,123,0.07946183532476425,,
2,185,,0.034576985985040665,0.819489061832428
2,185,0.07636334747076035,,
3,247,,0.036892130970954895,0.8170484304428101
3,247,0.07656051963567734,,
4,309,,0.041237544268369675,0.8333113193511963
4,309,0.0759640708565712,,
5,371,,0.03247397392988205,0.8287283182144165
5,371,0.07512915879487991,,
6,433,,0.03836943581700325,0.8256646394729614
6,433,0.07511826604604721,,
7,495,,0.032837677747011185,0.8212908506393433
7,495,0.07507986575365067,,
8,557,,0.03515511378645897,0.8324095606803894
8,557,0.07456888258457184,,
9,619,,0.034624017775058746,0.8359912037849426
9,619,0.07463594526052475,,
10,681,,0.03423982858657837,0.8302313685417175
10,681,0.07349622994661331,,
11,743,,0.035621676594018936,0.8397692441940308
11,743,0.07392094284296036,,
12,805,,0.03212001919746399,0.8401312828063965
12,805,0.07332676649093628,,
13,867,,0.03424036130309105,0.8308801651000977
13,867,0.07288941740989685,,
14,929,,0.0349804125726223,0.8302567601203918
14,929,0.07303480803966522,,
