epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4880.736328125,0.8309981226921082
0,15,8364.1796875,,
1,31,,4615.7880859375,0.8478809595108032
1,31,7775.4326171875,,
2,47,,4583.76220703125,0.8528121709823608
2,47,7575.63623046875,,
3,63,,4494.0712890625,0.8567708730697632
3,63,7521.7861328125,,
4,79,,4577.8173828125,0.839232861995697
4,79,7435.81591796875,,
5,95,,4450.46337890625,0.8554234504699707
5,95,7480.033203125,,
6,111,,4467.3486328125,0.8620468974113464
6,111,7395.244140625,,
7,127,,4437.88720703125,0.8551425933837891
7,127,7423.99560546875,,
8,143,,4390.828125,0.8603360652923584
8,143,7358.421875,,
9,159,,4390.0322265625,0.8595178127288818
9,159,7325.2607421875,,
10,175,,4368.14306640625,0.8607032299041748
10,175,7335.154296875,,
11,191,,4365.65869140625,0.8609246015548706
11,191,7281.67724609375,,
12,207,,4304.02978515625,0.8590954542160034
12,207,7288.62841796875,,
13,223,,4318.08740234375,0.8618438243865967
13,223,7323.4658203125,,
14,239,,4424.48388671875,0.8599168658256531
14,239,7335.02490234375,,
15,255,,4308.99560546875,0.8594860434532166
15,255,7344.72314453125,,
16,271,,4419.59326171875,0.8554815649986267
16,271,7286.32666015625,,
17,287,,4317.79052734375,0.8567340970039368
17,287,7311.15478515625,,
18,303,,4253.66015625,0.8567225337028503
18,303,7227.708984375,,
19,319,,4356.86181640625,0.8612162470817566
19,319,7220.21337890625,,
20,335,,4326.69189453125,0.8530364632606506
20,335,7210.72119140625,,
21,351,,4292.78857421875,0.8565373420715332
21,351,7266.5595703125,,
22,367,,4268.43994140625,0.8590317964553833
22,367,7234.3916015625,,
23,383,,4467.8291015625,0.8504696488380432
23,383,7259.76416015625,,
24,399,,4254.56298828125,0.8591446280479431
24,399,7224.90283203125,,
25,415,,4349.89013671875,0.8555326461791992
25,415,7213.52294921875,,
26,431,,4247.47705078125,0.8608076572418213
26,431,7175.8974609375,,
27,447,,4233.37744140625,0.8643245697021484
27,447,7163.4130859375,,
28,463,,4309.82763671875,0.8635079264640808
28,463,7175.68505859375,,
29,479,,4264.16650390625,0.8604856133460999
29,479,7143.5673828125,,
30,495,,4369.69189453125,0.8588858842849731
30,495,7157.99658203125,,
31,511,,4268.0634765625,0.8543428778648376
31,511,7181.8330078125,,
32,527,,4350.83251953125,0.8539183139801025
32,527,7182.2900390625,,
33,543,,4273.419921875,0.8609961271286011
33,543,7168.46826171875,,
34,559,,4230.7548828125,0.8605040311813354
34,559,7129.71923828125,,
35,575,,4341.13818359375,0.8550560474395752
35,575,7202.83837890625,,
36,591,,4287.23583984375,0.8592972159385681
36,591,7220.02783203125,,
37,607,,4253.90869140625,0.8611244559288025
37,607,7156.74169921875,,
38,623,,4300.9130859375,0.8615021705627441
38,623,7135.064453125,,
39,639,,4232.623046875,0.8605118989944458
39,639,7136.57177734375,,
40,655,,4183.63623046875,0.8632960915565491
40,655,7099.19677734375,,
41,671,,4242.68994140625,0.8650661706924438
41,671,7135.7265625,,
42,687,,4182.2744140625,0.8631130456924438
42,687,7111.50390625,,
43,703,,4236.896484375,0.8541073203086853
43,703,7189.82373046875,,
44,719,,4238.37646484375,0.8603912591934204
44,719,7191.50244140625,,
45,735,,4193.8203125,0.8627840280532837
45,735,7111.18896484375,,
46,751,,4246.115234375,0.8695441484451294
46,751,7122.91064453125,,
47,767,,4200.29833984375,0.8649011254310608
47,767,7072.30712890625,,
48,783,,4189.42041015625,0.8672641515731812
48,783,7081.81201171875,,
49,799,,4166.0576171875,0.8694958686828613
49,799,7068.4482421875,,
