epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4874.6748046875,0.7926958203315735
0,15,8393.8583984375,,
1,31,,4721.650390625,0.8327438831329346
1,31,7848.44482421875,,
2,47,,4576.326171875,0.8538395166397095
2,47,7694.28271484375,,
3,63,,4548.59228515625,0.850469708442688
3,63,7578.32421875,,
4,79,,4568.6279296875,0.8576242327690125
4,79,7534.72705078125,,
5,95,,4513.0380859375,0.852934718132019
5,95,7497.57763671875,,
6,111,,4474.02392578125,0.854739785194397
6,111,7612.126953125,,
7,127,,4638.64990234375,0.8526794910430908
7,127,7510.58544921875,,
8,143,,4478.22998046875,0.8573805093765259
8,143,7467.404296875,,
9,159,,4429.04248046875,0.856611430644989
9,159,7416.27783203125,,
10,175,,4426.9267578125,0.8528772592544556
10,175,7366.4013671875,,
11,191,,4358.546875,0.8559979200363159
11,191,7355.376953125,,
12,207,,4416.341796875,0.8529589176177979
12,207,7388.37548828125,,
13,223,,4318.173828125,0.8577774167060852
13,223,7343.66552734375,,
14,239,,4343.96484375,0.8575936555862427
14,239,7308.7841796875,,
