epoch,step,train_loss_MSE,val_loss_MSE,val_map_at_k_metric
0,49,,0.023672642186284065,0.5481966137886047
0,49,0.11739784479141235,,
1,99,,0.025838078930974007,0.5739601850509644
1,99,0.07659563422203064,,
2,149,,0.024883780628442764,0.6017314195632935
2,149,0.0762774646282196,,
3,199,,0.02412080205976963,0.6293879151344299
3,199,0.07573691010475159,,
4,249,,0.02368517592549324,0.6556200981140137
4,249,0.07523981481790543,,
5,299,,0.022604012861847878,0.679377555847168
5,299,0.07440024614334106,,
6,349,,0.0210267324000597,0.6943485736846924
6,349,0.07455087453126907,,
7,399,,0.021535255014896393,0.6991844177246094
7,399,0.0739373043179512,,
8,449,,0.0207833182066679,0.7009679079055786
8,449,0.07367130368947983,,
9,499,,0.021775593981146812,0.7007275819778442
9,499,0.07366973906755447,,
10,549,,0.020393814891576767,0.7014861106872559
10,549,0.0737629160284996,,
11,599,,0.021916935220360756,0.7015827894210815
11,599,0.07386355847120285,,
12,649,,0.020021433010697365,0.7024762630462646
12,649,0.07326465845108032,,
13,699,,0.01957513391971588,0.7031580209732056
13,699,0.07288704067468643,,
14,749,,0.020202288404107094,0.7028168439865112
14,749,0.07402642071247101,,
