epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4845.88818359375,0.8143713474273682
0,15,8402.052734375,,
1,31,,4629.39501953125,0.8489403128623962
1,31,7640.6328125,,
2,47,,4546.3984375,0.8501531481742859
2,47,7491.17626953125,,
3,63,,4480.46435546875,0.8558827042579651
3,63,7427.3115234375,,
4,79,,4657.06298828125,0.835048258304596
4,79,7380.30712890625,,
5,95,,4436.822265625,0.8570355772972107
5,95,7459.86376953125,,
6,111,,4398.0009765625,0.8622578978538513
6,111,7379.2841796875,,
7,127,,4458.62841796875,0.8585924506187439
7,127,7376.51708984375,,
8,143,,4385.68701171875,0.8560965657234192
8,143,7348.57177734375,,
9,159,,4393.30029296875,0.8593870401382446
9,159,7312.03173828125,,
10,175,,4296.68310546875,0.8586033582687378
10,175,7262.9248046875,,
11,191,,4402.01220703125,0.85451740026474
11,191,7232.56640625,,
12,207,,4288.0283203125,0.8594087362289429
12,207,7244.72021484375,,
13,223,,4303.654296875,0.8561376929283142
13,223,7260.18896484375,,
14,239,,4394.65771484375,0.8554107546806335
14,239,7280.73486328125,,
