epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6552.31396484375,0.7603719234466553
0,24,7236.14453125,,
1,49,,6575.1767578125,0.7649344801902771
1,49,6884.58251953125,,
2,74,,6525.26953125,0.7665573954582214
2,74,6851.8798828125,,
3,99,,6508.17529296875,0.7686516046524048
3,99,6789.8359375,,
4,124,,6382.4189453125,0.7726775407791138
4,124,6761.45166015625,,
5,149,,6379.8701171875,0.7659291625022888
5,149,6739.064453125,,
6,174,,6352.50830078125,0.774106502532959
6,174,6699.7021484375,,
7,199,,6365.57080078125,0.7727300524711609
7,199,6690.29150390625,,
8,224,,6269.65234375,0.7820472121238708
8,224,6656.54443359375,,
9,249,,6198.0224609375,0.7848411202430725
9,249,6614.81494140625,,
10,274,,6275.87060546875,0.7779338359832764
10,274,6611.8759765625,,
11,299,,6097.34716796875,0.7943373918533325
11,299,6593.74169921875,,
12,324,,6134.59814453125,0.7955552935600281
12,324,6553.29052734375,,
13,349,,6139.4267578125,0.7979993224143982
13,349,6529.76513671875,,
14,374,,6117.5126953125,0.7924478650093079
14,374,6516.85791015625,,
15,399,,6044.6328125,0.7930755615234375
15,399,6512.833984375,,
16,424,,6035.6318359375,0.7971817851066589
