epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,12,,24220.513671875,0.7307111024856567
0,12,25136.3359375,,
1,25,,23841.951171875,0.7647402286529541
1,25,24574.494140625,,
2,38,,23745.888671875,0.7604846358299255
2,38,24350.806640625,,
3,51,,23630.0,0.76935213804245
3,51,24293.556640625,,
4,64,,23575.232421875,0.7713488936424255
4,64,24247.2109375,,
5,77,,23437.126953125,0.7678031325340271
5,77,24199.193359375,,
6,90,,23569.84765625,0.7733898758888245
6,90,24186.26171875,,
7,103,,23645.181640625,0.7715608477592468
7,103,24155.982421875,,
8,116,,23573.009765625,0.7726547718048096
8,116,24144.009765625,,
9,129,,23488.796875,0.7734885811805725
9,129,24118.486328125,,
10,142,,23612.130859375,0.7726229429244995
10,142,24153.025390625,,
11,155,,23448.248046875,0.7742113471031189
11,155,24104.6484375,,
12,168,,23671.224609375,0.7736048698425293
12,168,24077.0859375,,
13,181,,23367.671875,0.7721896171569824
13,181,24103.41796875,,
14,194,,23345.78515625,0.7753660082817078
14,194,24058.201171875,,
