epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,30,,4934.404296875,0.8178037405014038
0,30,8331.9716796875,,
1,61,,4678.3193359375,0.8389230370521545
1,61,7903.34912109375,,
2,92,,4683.38720703125,0.8473097681999207
2,92,7780.251953125,,
3,123,,4580.58837890625,0.8533133864402771
3,123,7689.37744140625,,
4,154,,4670.2958984375,0.8507790565490723
4,154,7694.5263671875,,
5,185,,4526.50341796875,0.8539794683456421
5,185,7665.11474609375,,
6,216,,4534.81201171875,0.8542454242706299
6,216,7629.341796875,,
7,247,,4497.1044921875,0.8568518757820129
7,247,7647.271484375,,
8,278,,4471.58642578125,0.8539908528327942
8,278,7584.00244140625,,
9,309,,4464.30712890625,0.8574517369270325
9,309,7585.88623046875,,
10,340,,4469.7548828125,0.8521786332130432
10,340,7531.7490234375,,
11,371,,4415.81201171875,0.8549866080284119
11,371,7569.64208984375,,
12,402,,4417.74951171875,0.8573867678642273
12,402,7533.951171875,,
13,433,,4462.61572265625,0.8549947738647461
13,433,7539.689453125,,
14,464,,4383.28076171875,0.855354368686676
14,464,7516.57373046875,,
