epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6648.74560546875,0.754968523979187
0,24,7210.8447265625,,
1,49,,6552.1298828125,0.7656984329223633
1,49,6970.00390625,,
2,74,,6497.81494140625,0.7686461806297302
2,74,6912.55322265625,,
3,99,,6550.7421875,0.761195182800293
3,99,6886.283203125,,
4,124,,6400.01806640625,0.7732648849487305
4,124,6867.2568359375,,
5,149,,6335.84228515625,0.7754546403884888
5,149,6801.80859375,,
6,174,,6377.21875,0.7749199271202087
6,174,6762.9931640625,,
7,199,,6309.974609375,0.7600653767585754
7,199,6735.89013671875,,
8,224,,6233.556640625,0.7773250937461853
8,224,6718.98388671875,,
9,249,,6185.14599609375,0.7808074951171875
9,249,6698.0126953125,,
10,274,,6222.5224609375,0.7769083380699158
10,274,6661.9365234375,,
11,299,,6213.05908203125,0.7751871943473816
11,299,6698.6708984375,,
12,324,,6198.03759765625,0.780627965927124
12,324,6681.779296875,,
13,349,,6117.8916015625,0.7947544455528259
13,349,6656.36962890625,,
14,374,,6205.2392578125,0.7804532051086426
14,374,6643.46044921875,,
