epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,5769.0537109375,0.6110443472862244
0,15,8921.6298828125,,
1,31,,5765.7587890625,0.6176519989967346
1,31,8917.9453125,,
2,47,,5761.439453125,0.61761474609375
2,47,8910.2841796875,,
3,63,,5756.447265625,0.6144266128540039
3,63,8903.1953125,,
4,79,,5749.875,0.6172153949737549
4,79,8897.6435546875,,
5,95,,5741.58349609375,0.6180521845817566
5,95,8887.6103515625,,
6,111,,5731.43359375,0.6191604733467102
6,111,8876.5009765625,,
7,127,,5719.1298828125,0.6196325421333313
7,127,8862.4443359375,,
8,143,,5704.994140625,0.6195034384727478
8,143,8844.7919921875,,
9,159,,5688.9208984375,0.6199095249176025
9,159,8825.33984375,,
10,175,,5670.35546875,0.6197903156280518
10,175,8799.9140625,,
11,191,,5649.171875,0.6199951171875
11,191,8777.9638671875,,
12,207,,5625.52880859375,0.6206507086753845
12,207,8747.580078125,,
13,223,,5600.046875,0.6205237507820129
13,223,8719.8623046875,,
14,239,,5573.21142578125,0.6181530356407166
14,239,8692.857421875,,
