epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4967.88916015625,0.8148428201675415
0,15,8392.763671875,,
1,31,,4584.4296875,0.8458443284034729
1,31,7762.52880859375,,
2,47,,4555.3740234375,0.8533533811569214
2,47,7512.853515625,,
3,63,,4464.130859375,0.8562242984771729
3,63,7476.80908203125,,
4,79,,4557.2578125,0.8419391512870789
4,79,7408.58642578125,,
5,95,,4496.865234375,0.854659914970398
5,95,7466.6142578125,,
6,111,,4375.068359375,0.8642462491989136
6,111,7369.97705078125,,
7,127,,4412.2373046875,0.8607354760169983
7,127,7358.224609375,,
8,143,,4326.55419921875,0.8569270372390747
8,143,7309.060546875,,
9,159,,4392.52197265625,0.8611616492271423
9,159,7258.12451171875,,
10,175,,4342.82470703125,0.8518773317337036
10,175,7258.19287109375,,
11,191,,4326.56640625,0.8567155003547668
11,191,7248.095703125,,
12,207,,4311.0732421875,0.8594240546226501
12,207,7208.1181640625,,
13,223,,4293.6416015625,0.8595187067985535
13,223,7251.4052734375,,
14,239,,4391.34326171875,0.8619802594184875
14,239,7280.85205078125,,
