epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4999.67431640625,0.8018411993980408
0,15,8470.0595703125,,
1,31,,4598.36279296875,0.8491297960281372
1,31,7758.6083984375,,
2,47,,4620.89453125,0.8528779745101929
2,47,7511.10986328125,,
3,63,,4532.71435546875,0.854846179485321
3,63,7473.2119140625,,
4,79,,4505.3251953125,0.8471862077713013
4,79,7439.3125,,
5,95,,4488.04541015625,0.8584952354431152
5,95,7397.33056640625,,
6,111,,4337.2470703125,0.8622211813926697
6,111,7343.4912109375,,
7,127,,4457.7763671875,0.8571349382400513
7,127,7337.40625,,
8,143,,4354.71435546875,0.8614707589149475
8,143,7300.478515625,,
9,159,,4489.078125,0.8587637543678284
9,159,7258.81884765625,,
10,175,,4481.89794921875,0.853069543838501
10,175,7363.2890625,,
11,191,,4367.1845703125,0.8567126989364624
11,191,7293.1328125,,
12,207,,4342.1806640625,0.8580952286720276
12,207,7247.48681640625,,
13,223,,4288.28515625,0.8599746823310852
13,223,7250.5341796875,,
14,239,,4409.9775390625,0.8588578701019287
14,239,7252.3896484375,,
