epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6636.349609375,0.7632837295532227
0,24,7237.01513671875,,
1,49,,6507.57470703125,0.7618619203567505
1,49,6958.3212890625,,
2,74,,6468.97216796875,0.7681348919868469
2,74,6883.91943359375,,
3,99,,6494.2109375,0.7604087591171265
3,99,6855.89013671875,,
4,124,,6444.34521484375,0.7698734998703003
4,124,6848.7119140625,,
5,149,,6392.80078125,0.7694176435470581
5,149,6799.0087890625,,
6,174,,6357.73046875,0.7774126529693604
6,174,6764.37841796875,,
7,199,,6323.62353515625,0.7713483572006226
7,199,6716.4404296875,,
8,224,,6265.353515625,0.78083336353302
8,224,6708.7353515625,,
9,249,,6198.52099609375,0.7876272201538086
9,249,6671.0087890625,,
10,274,,6246.3671875,0.7820741534233093
10,274,6649.40625,,
11,299,,6250.6494140625,0.7789663076400757
11,299,6685.275390625,,
12,324,,6201.23095703125,0.7827881574630737
12,324,6656.3095703125,,
13,349,,6102.13330078125,0.7921218276023865
13,349,6627.22216796875,,
14,374,,6171.54931640625,0.7839686274528503
14,374,6625.47314453125,,
