epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6650.73388671875,0.7616606950759888
0,24,7217.51123046875,,
1,49,,6490.68896484375,0.764011561870575
1,49,6940.61962890625,,
2,74,,6457.46923828125,0.7692044377326965
2,74,6871.9013671875,,
3,99,,6496.14404296875,0.7603759765625
3,99,6849.443359375,,
4,124,,6399.3251953125,0.7716429829597473
4,124,6835.185546875,,
5,149,,6377.6494140625,0.7733778953552246
5,149,6779.61376953125,,
6,174,,6373.9423828125,0.7768287062644958
6,174,6754.23486328125,,
7,199,,6323.44775390625,0.7738211750984192
7,199,6714.5498046875,,
8,224,,6269.62744140625,0.7786210775375366
8,224,6700.841796875,,
9,249,,6194.45849609375,0.7842471599578857
9,249,6671.0361328125,,
10,274,,6239.658203125,0.7873088121414185
10,274,6650.27880859375,,
11,299,,6207.63330078125,0.7798804640769958
11,299,6676.509765625,,
12,324,,6196.70361328125,0.7850506901741028
12,324,6665.51416015625,,
13,349,,6121.3271484375,0.7904360890388489
13,349,6629.501953125,,
14,374,,6185.1044921875,0.7859531044960022
14,374,6627.96923828125,,
