epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4667.75390625,0.8358221054077148
0,15,8190.49658203125,,
1,31,,4600.4833984375,0.8479892015457153
1,31,7566.279296875,,
2,47,,4876.474609375,0.8528006076812744
2,47,7467.99658203125,,
3,63,,4512.89111328125,0.844093918800354
3,63,7514.2958984375,,
4,79,,4544.23486328125,0.8458459377288818
4,79,7394.23193359375,,
5,95,,4482.81494140625,0.8447490334510803
5,95,7418.84765625,,
6,111,,4428.1943359375,0.8566625118255615
6,111,7501.9736328125,,
7,127,,4490.70166015625,0.8535685539245605
7,127,7408.93505859375,,
8,143,,4442.91162109375,0.8524437546730042
8,143,7318.2451171875,,
9,159,,4326.833984375,0.8530665636062622
9,159,7315.66357421875,,
10,175,,4403.89013671875,0.8537304997444153
10,175,7269.11474609375,,
11,191,,4310.33203125,0.8595103621482849
11,191,7221.28759765625,,
12,207,,4318.1240234375,0.8553122878074646
12,207,7234.98876953125,,
13,223,,4291.4404296875,0.8575862646102905
13,223,7262.18115234375,,
14,239,,4403.7841796875,0.8565415143966675
14,239,7193.4892578125,,
