epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4878.63818359375,0.8306460976600647
0,15,8462.5712890625,,
1,31,,4613.4296875,0.8487221598625183
1,31,7844.91357421875,,
2,47,,4573.71728515625,0.8552566766738892
2,47,7611.86181640625,,
3,63,,4541.501953125,0.8557546734809875
3,63,7554.52783203125,,
4,79,,4560.70654296875,0.8435800671577454
4,79,7518.2431640625,,
5,95,,4540.67529296875,0.8520143032073975
5,95,7531.91259765625,,
6,111,,4366.0,0.8574490547180176
6,111,7443.98388671875,,
7,127,,4485.4716796875,0.8529015183448792
7,127,7413.73046875,,
8,143,,4374.83203125,0.8586523532867432
8,143,7414.72021484375,,
9,159,,4502.029296875,0.8580228686332703
9,159,7382.54931640625,,
10,175,,4470.6787109375,0.8626613616943359
10,175,7420.85546875,,
11,191,,4350.60595703125,0.8584717512130737
11,191,7371.79638671875,,
12,207,,4324.65087890625,0.8565024733543396
12,207,7321.748046875,,
13,223,,4360.11083984375,0.8555853366851807
13,223,7338.70361328125,,
14,239,,4361.244140625,0.8581000566482544
14,239,7369.56787109375,,
