epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4868.00048828125,0.8044949769973755
0,15,8309.1240234375,,
1,31,,4708.01416015625,0.8386850953102112
1,31,7863.55322265625,,
2,47,,4613.01513671875,0.8549349308013916
2,47,7641.68115234375,,
3,63,,4498.4892578125,0.8562585115432739
3,63,7531.7041015625,,
4,79,,4534.61474609375,0.8558225631713867
4,79,7472.3134765625,,
5,95,,4518.1982421875,0.8511781692504883
5,95,7432.201171875,,
6,111,,4511.08154296875,0.8598723411560059
6,111,7528.40966796875,,
7,127,,4508.47509765625,0.8565119504928589
7,127,7429.60205078125,,
8,143,,4518.58447265625,0.8583934307098389
8,143,7400.34375,,
9,159,,4474.77294921875,0.8546493053436279
9,159,7386.97900390625,,
10,175,,4444.3359375,0.8550453782081604
10,175,7327.994140625,,
11,191,,4335.5869140625,0.8576297163963318
11,191,7306.7158203125,,
12,207,,4453.0205078125,0.8500848412513733
12,207,7312.01318359375,,
13,223,,4372.71484375,0.8427104949951172
13,223,7343.7998046875,,
14,239,,4346.9228515625,0.8560307025909424
14,239,7298.669921875,,
