epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,12,,24983.634765625,0.6630294919013977
0,12,25379.4453125,,
1,25,,24518.359375,0.7356218695640564
1,25,25082.345703125,,
2,38,,24036.56640625,0.7444556355476379
2,38,24796.208984375,,
3,51,,24191.1171875,0.7442628741264343
3,51,24742.41015625,,
4,64,,24082.990234375,0.7424595355987549
4,64,24633.71484375,,
5,77,,24055.607421875,0.7445497512817383
5,77,24606.72265625,,
6,90,,23962.03125,0.7477714419364929
6,90,24574.318359375,,
7,103,,23971.5859375,0.748799204826355
7,103,24550.29296875,,
8,116,,24169.732421875,0.7461426258087158
8,116,24538.82421875,,
9,129,,23966.1640625,0.7499372363090515
9,129,24527.5859375,,
10,142,,24006.142578125,0.7458939552307129
10,142,24502.80078125,,
11,155,,23930.630859375,0.7492833137512207
11,155,24559.8515625,,
12,168,,23983.392578125,0.7504203915596008
12,168,24519.49609375,,
13,181,,23872.642578125,0.7519516944885254
13,181,24502.998046875,,
14,194,,24058.150390625,0.7395411729812622
14,194,24537.431640625,,
