epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6650.07421875,0.7618929147720337
0,24,7234.86962890625,,
1,49,,6507.56494140625,0.7616022229194641
1,49,6955.7080078125,,
2,74,,6473.49755859375,0.7685640454292297
2,74,6883.62109375,,
3,99,,6492.33056640625,0.7598420977592468
3,99,6856.39697265625,,
4,124,,6418.10400390625,0.7719575762748718
4,124,6844.55810546875,,
5,149,,6387.53564453125,0.7706242203712463
5,149,6795.36767578125,,
6,174,,6359.3603515625,0.7779518365859985
6,174,6766.87548828125,,
7,199,,6311.16015625,0.7715765237808228
7,199,6715.7099609375,,
8,224,,6272.21630859375,0.780572772026062
8,224,6709.84814453125,,
9,249,,6176.31591796875,0.7866857051849365
9,249,6677.08544921875,,
10,274,,6250.3681640625,0.7776257991790771
10,274,6652.78076171875,,
11,299,,6242.8828125,0.7798371315002441
11,299,6690.9892578125,,
12,324,,6191.958984375,0.7857756614685059
12,324,6661.7060546875,,
13,349,,6124.365234375,0.7903974652290344
13,349,6628.603515625,,
14,374,,6162.82958984375,0.7874196767807007
14,374,6625.81494140625,,
