epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4788.220703125,0.8243150115013123
0,15,8292.5400390625,,
1,31,,4664.9375,0.84906005859375
1,31,7670.3046875,,
2,47,,4594.8916015625,0.8571776151657104
2,47,7632.83251953125,,
3,63,,4572.58984375,0.8483247756958008
3,63,7530.6005859375,,
4,79,,4614.5302734375,0.8483514189720154
4,79,7452.46044921875,,
5,95,,4445.6572265625,0.8534960150718689
5,95,7445.0751953125,,
6,111,,4392.154296875,0.8560193181037903
6,111,7431.65771484375,,
7,127,,4499.390625,0.8530188798904419
7,127,7401.85693359375,,
8,143,,4328.89892578125,0.8569322228431702
8,143,7329.09130859375,,
9,159,,4352.13330078125,0.8551061749458313
9,159,7343.11572265625,,
10,175,,4468.6240234375,0.8502324819564819
10,175,7331.76220703125,,
11,191,,4319.38427734375,0.8581868410110474
11,191,7304.8486328125,,
12,207,,4400.09619140625,0.8477901816368103
12,207,7296.41455078125,,
13,223,,4334.0517578125,0.8507669568061829
13,223,7335.89404296875,,
14,239,,4398.5009765625,0.8461135029792786
14,239,7306.66748046875,,
