epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,7503.93310546875,0.47002771496772766
0,24,7484.4755859375,,
1,49,,7500.53369140625,0.48682940006256104
1,49,7483.54052734375,,
2,74,,7496.9443359375,0.49785321950912476
2,74,7480.31884765625,,
3,99,,7492.86083984375,0.5051935315132141
3,99,7474.2919921875,,
4,124,,7488.037109375,0.506706953048706
4,124,7469.408203125,,
5,149,,7482.4296875,0.5100629925727844
5,149,7466.27099609375,,
6,174,,7476.20703125,0.5111305713653564
6,174,7461.03125,,
7,199,,7469.32470703125,0.5130029916763306
7,199,7454.6640625,,
8,224,,7461.3037109375,0.5131418704986572
8,224,7448.19580078125,,
9,249,,7452.998046875,0.5138310790061951
9,249,7441.5,,
10,274,,7443.123046875,0.514146089553833
10,274,7432.18310546875,,
11,299,,7432.5146484375,0.5144734978675842
11,299,7427.537109375,,
12,324,,7421.19140625,0.5127196311950684
12,324,7417.62158203125,,
13,349,,7408.7294921875,0.5133805274963379
13,349,7406.9326171875,,
14,374,,7395.962890625,0.5126944780349731
14,374,7397.337890625,,
