epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,12,,7035.44580078125,0.6777573227882385
0,12,7343.60009765625,,
1,25,,6562.9873046875,0.7616246938705444
1,25,7058.86767578125,,
2,38,,6494.52294921875,0.7636852860450745
2,38,6901.2587890625,,
3,51,,6541.99169921875,0.761110246181488
3,51,6852.22509765625,,
4,64,,6505.1181640625,0.7660555839538574
4,64,6836.14697265625,,
5,77,,6407.30419921875,0.7685381770133972
5,77,6808.9072265625,,
6,90,,6398.478515625,0.7697075605392456
6,90,6762.8388671875,,
7,103,,6396.0498046875,0.7656862139701843
7,103,6756.0078125,,
8,116,,6376.087890625,0.7701607346534729
8,116,6740.61376953125,,
9,129,,6370.01708984375,0.7702538371086121
9,129,6723.94189453125,,
10,142,,6351.2744140625,0.7728397846221924
10,142,6721.1953125,,
11,155,,6315.68359375,0.7765596508979797
11,155,6712.78125,,
12,168,,6363.49853515625,0.7776654362678528
12,168,6689.97412109375,,
13,181,,6288.87255859375,0.7753139138221741
13,181,6685.02587890625,,
14,194,,6271.7744140625,0.7772089242935181
14,194,6671.15478515625,,
