epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4758.85546875,0.8405696153640747
0,15,8333.7607421875,,
1,31,,4565.533203125,0.8466527462005615
1,31,7699.3232421875,,
2,47,,4561.9111328125,0.8542978167533875
2,47,7499.53515625,,
3,63,,4520.10302734375,0.8567110896110535
3,63,7455.3837890625,,
4,79,,4528.20947265625,0.8423912525177002
4,79,7370.98291015625,,
5,95,,4485.09765625,0.8531874418258667
5,95,7412.2197265625,,
6,111,,4450.2734375,0.8475425243377686
6,111,7340.10205078125,,
7,127,,4407.88525390625,0.8573761582374573
7,127,7380.91357421875,,
8,143,,4347.5947265625,0.8555826544761658
8,143,7303.90576171875,,
9,159,,4498.71044921875,0.8603516221046448
9,159,7324.919921875,,
10,175,,4320.38330078125,0.8588087558746338
10,175,7313.3232421875,,
11,191,,4375.65185546875,0.855308473110199
11,191,7237.62841796875,,
12,207,,4305.73046875,0.8563106060028076
12,207,7218.5986328125,,
13,223,,4370.34326171875,0.8545975089073181
13,223,7261.68798828125,,
14,239,,4448.92138671875,0.8477950692176819
14,239,7290.6328125,,
