epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6668.5224609375,0.760951817035675
0,24,7213.09228515625,,
1,49,,6490.8623046875,0.7655477523803711
1,49,6940.13232421875,,
2,74,,6463.60791015625,0.7696129083633423
2,74,6871.13427734375,,
3,99,,6485.02099609375,0.760450005531311
3,99,6847.66845703125,,
4,124,,6403.81640625,0.7701727151870728
4,124,6834.47900390625,,
5,149,,6399.9521484375,0.7730886340141296
5,149,6786.26904296875,,
6,174,,6393.7998046875,0.7756085395812988
6,174,6768.63525390625,,
7,199,,6349.818359375,0.7688772082328796
7,199,6735.3271484375,,
8,224,,6291.8125,0.780619740486145
8,224,6712.1298828125,,
9,249,,6235.072265625,0.784661591053009
9,249,6676.9033203125,,
10,274,,6249.28125,0.7870236039161682
10,274,6662.36181640625,,
11,299,,6194.78076171875,0.7812204957008362
11,299,6690.20947265625,,
12,324,,6206.39404296875,0.7908628582954407
12,324,6669.0673828125,,
13,349,,6116.48095703125,0.7936574816703796
13,349,6630.65087890625,,
14,374,,6171.48193359375,0.7861188650131226
14,374,6633.1044921875,,
