epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,12,,24259.4921875,0.7272918224334717
0,12,25148.0703125,,
1,25,,23869.841796875,0.7624010443687439
1,25,24575.982421875,,
2,38,,23637.224609375,0.7637701034545898
2,38,24312.53515625,,
3,51,,23613.849609375,0.7687495350837708
3,51,24211.267578125,,
4,64,,23479.560546875,0.7692164182662964
4,64,24162.865234375,,
5,77,,23387.58203125,0.7693423628807068
5,77,24127.53515625,,
6,90,,23498.2578125,0.7731524109840393
6,90,24127.603515625,,
7,103,,23597.423828125,0.770952045917511
7,103,24058.35546875,,
8,116,,23380.291015625,0.7723129391670227
8,116,24074.068359375,,
9,129,,23365.5,0.7751350998878479
9,129,24031.5234375,,
10,142,,23442.58203125,0.7764546871185303
10,142,24068.765625,,
11,155,,23392.115234375,0.7761673331260681
11,155,24019.490234375,,
12,168,,23574.8359375,0.7733957171440125
12,168,23980.419921875,,
13,181,,23288.869140625,0.7731385231018066
13,181,24021.427734375,,
14,194,,23355.0078125,0.7747645974159241
14,194,24006.662109375,,
